Type,Date_Installation,Frequence,Wilaya,Ville
3G,2019-02-19,800,ElBayadh,Ville_6_ElBa
3G,2015-10-07,2600,Oran,Ville_1_Oran
3G,2020-01-12,800,Chlef,Ville_7_Chle
3G,2018-05-30,700,Ghardaia,Ville_7_Ghar
2G,2015-10-22,2600,SidiBelAbbes,Ville_2_Sidi
4G,2020-12-20,2100,Blida,Ville_1_Blid
2G,2016-12-27,700,Ain Defla,Ville_3_Ain 
2G,2016-07-12,1800,Annaba,Ville_7_Anna
3G,2016-08-01,2100,Medea,Ville_3_Mede
2G,2018-11-09,2100,Ghardaia,Ville_4_Ghar
3G,2016-12-26,700,Ain Defla,Ville_8_Ain 
4G,2021-09-11,2600,Tipaza ,Ville_4_Tipa
4G,2015-11-21,2100,Tiaret,Ville_1_Tiar
4G,2017-03-10,1800,Bordj Bou Arreridj,Ville_1_Bord
3G,2016-12-18,2600,ElTarf,Ville_1_ElTa
3G,2021-06-25,700,Blida,Ville_5_Blid
2G,2017-07-26,1800,Relizane,Ville_2_Reli
4G,2019-05-15,1800,Bejaia,Ville_7_Beja
2G,2019-03-04,800,Boumerdes,Ville_8_Boum
2G,2016-06-27,800,Bejaia,Ville_4_Beja
3G,2021-11-23,2100,Msila,Ville_8_Msil
3G,2017-04-13,2600,Ain Defla,Ville_4_Ain 
4G,2016-06-21,2100,Oran,Ville_4_Oran
2G,2021-07-03,1800,Alger,Ville_5_Alge
4G,2020-03-15,700,Bouaghi,Ville_5_Boua
3G,2019-06-03,2600,Skikda,Ville_4_Skik
2G,2019-08-20,2100,Mostaganem,Ville_7_Most
2G,2020-09-05,700,Jijel,Ville_2_Jije
4G,2015-12-18,1800,Jijel,Ville_8_Jije
4G,2016-02-12,700,Tlemcen,Ville_3_Tlem
2G,2018-09-13,2100,Tamanrasset,Ville_3_Tama
4G,2019-03-04,800,AinTemouchent,Ville_3_AinT
4G,2017-11-05,2600,Ghardaia,Ville_6_Ghar
3G,2016-08-30,2600,Setif,Ville_2_Seti
3G,2015-02-04,2100,TiziOuzou,Ville_4_Tizi
3G,2016-11-25,2600,Relizane,Ville_6_Reli
2G,2018-07-31,2600,Msila,Ville_5_Msil
4G,2019-12-23,1800,ElOued,Ville_5_ElOu
4G,2021-02-13,2600,Tiaret,Ville_3_Tiar
2G,2019-05-26,800,Tlemcen,Ville_8_Tlem
3G,2018-01-04,2100,Biskra,Ville_2_Bisk
3G,2021-04-06,2100,Oran,Ville_1_Oran
2G,2019-07-11,2100,Mila,Ville_1_Mila
4G,2014-11-04,1800,Tamanrasset,Ville_8_Tama
4G,2020-06-05,800,Laghouat,Ville_5_Lagh
3G,2020-07-04,700,Bordj Bou Arreridj,Ville_4_Bord
3G,2019-05-30,2100,Tiaret,Ville_6_Tiar
2G,2015-04-04,2100,Khenchela,Ville_8_Khen
4G,2017-07-09,800,SidiBelAbbes,Ville_4_Sidi
4G,2019-02-10,1800,Tissemsilt,Ville_2_Tiss
3G,2020-06-11,2100,Bouaghi,Ville_8_Boua
3G,2017-05-25,800,Mascara,Ville_5_Masc
2G,2018-04-15,700,Jijel,Ville_6_Jije
2G,2016-09-14,2600,AinTemouchent,Ville_3_AinT
4G,2019-05-11,1800,Bouira,Ville_2_Boui
2G,2021-02-06,2100,Guelma ,Ville_4_Guel
3G,2017-03-03,700,Djelfa,Ville_8_Djel
3G,2015-07-15,700,SoukAhras ,Ville_6_Souk
3G,2020-12-31,1800,Constantine,Ville_6_Cons
4G,2015-10-18,1800,Blida,Ville_6_Blid
4G,2021-04-05,800,Batna,Ville_7_Batn
2G,2017-08-15,1800,Bouaghi,Ville_5_Boua
2G,2020-12-08,2100,Jijel,Ville_3_Jije
4G,2019-09-13,800,Bordj Bou Arreridj,Ville_3_Bord
3G,2019-01-06,2600,ElBayadh,Ville_6_ElBa
2G,2019-06-30,2100,Tipaza ,Ville_2_Tipa
2G,2022-04-10,2600,SidiBelAbbes,Ville_2_Sidi
2G,2014-11-20,2600,SidiBelAbbes,Ville_7_Sidi
4G,2015-10-20,2600,Tipaza ,Ville_1_Tipa
2G,2017-02-13,800,Laghouat,Ville_1_Lagh
2G,2021-10-13,700,Illizi,Ville_6_Illi
2G,2018-02-26,2100,ElTarf,Ville_5_ElTa
4G,2019-03-31,2600,Ouargla,Ville_1_Ouar
3G,2021-05-05,2100,Tipaza ,Ville_1_Tipa
3G,2016-11-20,700,Bechar,Ville_3_Bech
4G,2020-05-27,700,Jijel,Ville_8_Jije
3G,2015-03-17,1800,Tlemcen,Ville_3_Tlem
2G,2021-12-05,1800,Tamanrasset,Ville_8_Tama
3G,2018-09-23,2600,Oran,Ville_5_Oran
2G,2016-03-11,800,Annaba,Ville_5_Anna
3G,2022-01-15,800,Msila,Ville_6_Msil
2G,2020-11-09,2100,ElBayadh,Ville_3_ElBa
3G,2014-09-26,2100,Medea,Ville_5_Mede
3G,2015-01-26,800,SoukAhras ,Ville_4_Souk
3G,2016-10-06,700,Ouargla,Ville_8_Ouar
4G,2019-11-23,2100,ElOued,Ville_2_ElOu
2G,2021-10-02,1800,Ghardaia,Ville_3_Ghar
2G,2017-08-08,800,ElTarf,Ville_4_ElTa
3G,2021-01-03,1800,Saida,Ville_6_Said
4G,2021-10-12,800,Naama,Ville_8_Naam
2G,2018-12-17,700,Tebessa,Ville_8_Tebe
4G,2021-02-27,2600,Tiaret,Ville_2_Tiar
2G,2015-07-10,1800,Tindouf,Ville_4_Tind
4G,2020-06-05,2100,Bouaghi,Ville_4_Boua
4G,2020-07-18,2600,Ain Defla,Ville_2_Ain 
2G,2018-04-08,2100,Alger,Ville_6_Alge
3G,2016-02-15,2600,Bechar,Ville_8_Bech
4G,2017-11-03,2100,Bouaghi,Ville_3_Boua
4G,2021-02-14,800,Relizane,Ville_7_Reli
2G,2022-06-13,1800,Msila,Ville_8_Msil
4G,2021-04-29,700,Guelma ,Ville_5_Guel
4G,2020-07-23,2600,Tamanrasset,Ville_6_Tama
2G,2021-03-05,800,Skikda,Ville_6_Skik
2G,2018-05-14,1800,Biskra,Ville_6_Bisk
4G,2019-06-06,2100,Bordj Bou Arreridj,Ville_8_Bord
2G,2021-01-21,2100,Illizi,Ville_6_Illi
3G,2017-05-16,800,Mascara,Ville_2_Masc
3G,2019-10-03,1800,Mostaganem,Ville_4_Most
3G,2021-02-26,2600,Naama,Ville_2_Naam
4G,2017-08-19,2600,Msila,Ville_1_Msil
3G,2016-07-04,700,Mila,Ville_4_Mila
3G,2018-01-27,700,Constantine,Ville_5_Cons
3G,2019-12-15,2600,SidiBelAbbes,Ville_5_Sidi
4G,2017-11-26,800,Blida,Ville_6_Blid
4G,2016-11-07,700,Jijel,Ville_2_Jije
2G,2022-01-22,800,Tiaret,Ville_8_Tiar
2G,2015-06-05,800,Mila,Ville_3_Mila
2G,2015-03-16,1800,Blida,Ville_1_Blid
4G,2018-07-14,700,Bordj Bou Arreridj,Ville_1_Bord
4G,2021-12-31,1800,Chlef,Ville_5_Chle
4G,2016-11-07,1800,Chlef,Ville_1_Chle
3G,2015-04-19,2600,TiziOuzou,Ville_2_Tizi
2G,2016-12-30,2600,Oran,Ville_1_Oran
2G,2015-12-16,700,Relizane,Ville_5_Reli
2G,2020-08-12,2600,Bordj Bou Arreridj,Ville_1_Bord
4G,2021-06-19,1800,Skikda,Ville_7_Skik
4G,2019-10-24,2600,Annaba,Ville_3_Anna
4G,2019-12-02,2600,Laghouat,Ville_8_Lagh
2G,2017-06-13,800,Djelfa,Ville_7_Djel
3G,2021-04-18,2100,Skikda,Ville_6_Skik
2G,2020-02-12,1800,Naama,Ville_6_Naam
2G,2016-03-16,2100,AinTemouchent,Ville_4_AinT
3G,2017-11-02,800,Blida,Ville_1_Blid
3G,2018-07-07,2100,SoukAhras ,Ville_1_Souk
2G,2017-09-28,1800,Illizi,Ville_3_Illi
3G,2016-11-14,1800,Mascara,Ville_5_Masc
3G,2018-01-10,700,Annaba,Ville_5_Anna
4G,2022-06-20,700,Ouargla,Ville_4_Ouar
3G,2021-12-13,700,Constantine,Ville_2_Cons
4G,2015-12-30,700,Skikda,Ville_5_Skik
3G,2021-08-31,700,Skikda,Ville_7_Skik
4G,2021-12-12,2100,Guelma ,Ville_3_Guel
4G,2020-09-26,800,Mila,Ville_8_Mila
3G,2015-07-08,1800,Bouira,Ville_8_Boui
4G,2021-04-13,700,Medea,Ville_7_Mede
4G,2022-06-10,700,TiziOuzou,Ville_7_Tizi
4G,2015-01-20,2100,Jijel,Ville_6_Jije
3G,2022-05-11,700,Tamanrasset,Ville_1_Tama
4G,2015-03-07,800,Tlemcen,Ville_3_Tlem
2G,2020-01-27,800,Tipaza ,Ville_8_Tipa
3G,2020-09-11,2600,Bejaia,Ville_1_Beja
2G,2022-06-24,800,Tamanrasset,Ville_8_Tama
4G,2018-06-08,2100,Ghardaia,Ville_1_Ghar
4G,2018-12-04,700,Constantine,Ville_2_Cons
4G,2018-09-06,2100,Relizane,Ville_4_Reli
3G,2022-06-12,700,Chlef,Ville_3_Chle
4G,2021-01-04,2600,Mila,Ville_1_Mila
2G,2016-08-14,1800,Setif,Ville_3_Seti
4G,2019-09-25,1800,Bejaia,Ville_4_Beja
2G,2022-03-09,1800,Chlef,Ville_3_Chle
4G,2018-05-20,1800,Illizi,Ville_2_Illi
3G,2020-05-09,1800,Constantine,Ville_6_Cons
2G,2017-05-09,1800,AinTemouchent,Ville_2_AinT
4G,2015-02-04,700,Tissemsilt,Ville_1_Tiss
3G,2020-12-22,700,Khenchela,Ville_4_Khen
2G,2017-09-12,700,Bechar,Ville_7_Bech
2G,2015-04-10,1800,Chlef,Ville_4_Chle
3G,2019-03-20,2100,Saida,Ville_8_Said
4G,2021-03-30,2100,Tiaret,Ville_2_Tiar
3G,2020-01-19,800,Tindouf,Ville_5_Tind
4G,2021-09-13,1800,Bouaghi,Ville_6_Boua
2G,2014-12-14,800,SoukAhras ,Ville_7_Souk
3G,2018-10-11,700,Tebessa,Ville_4_Tebe
4G,2019-08-31,2600,Mascara,Ville_1_Masc
2G,2019-11-10,1800,Tiaret,Ville_8_Tiar
3G,2017-02-14,800,Setif,Ville_6_Seti
4G,2018-08-15,2600,AinTemouchent,Ville_4_AinT
2G,2022-01-22,1800,Bejaia,Ville_4_Beja
3G,2020-08-08,2600,Setif,Ville_7_Seti
2G,2019-01-01,2600,Djelfa,Ville_1_Djel
2G,2015-10-16,700,Alger,Ville_5_Alge
3G,2016-02-11,700,Chlef,Ville_6_Chle
4G,2017-03-02,1800,Mila,Ville_3_Mila
4G,2018-05-04,1800,Ghardaia,Ville_1_Ghar
3G,2016-03-01,1800,SidiBelAbbes,Ville_7_Sidi
4G,2014-11-29,800,Bejaia,Ville_1_Beja
3G,2019-02-08,2100,Boumerdes,Ville_4_Boum
4G,2020-09-22,2600,AinTemouchent,Ville_2_AinT
2G,2019-05-03,2100,Blida,Ville_8_Blid
4G,2020-10-22,1800,Jijel,Ville_2_Jije
3G,2021-06-18,2100,Relizane,Ville_7_Reli
3G,2018-04-01,2600,Tissemsilt,Ville_5_Tiss
2G,2015-03-26,800,Ouargla,Ville_6_Ouar
4G,2019-04-24,1800,Bouira,Ville_6_Boui
2G,2016-04-16,1800,Annaba,Ville_8_Anna
4G,2021-02-22,700,Tebessa,Ville_7_Tebe
3G,2019-03-30,2600,AinTemouchent,Ville_8_AinT
3G,2022-05-11,1800,Setif,Ville_2_Seti
2G,2019-01-17,2100,Bejaia,Ville_6_Beja
4G,2019-02-20,2100,Bouira,Ville_4_Boui
3G,2019-03-14,800,Annaba,Ville_5_Anna
4G,2018-05-27,1800,Constantine,Ville_5_Cons
2G,2017-02-05,2600,Constantine,Ville_3_Cons
4G,2017-02-18,700,Tlemcen,Ville_5_Tlem
3G,2017-11-01,800,Oran,Ville_7_Oran
2G,2019-04-06,800,Jijel,Ville_3_Jije
4G,2017-04-15,800,Bouaghi,Ville_5_Boua
3G,2017-09-29,800,Ain Defla,Ville_3_Ain 
3G,2017-02-10,1800,Boumerdes,Ville_1_Boum
4G,2019-11-13,800,Tebessa,Ville_2_Tebe
2G,2019-02-28,2600,Bechar,Ville_5_Bech
3G,2022-04-25,2100,Skikda,Ville_7_Skik
3G,2021-11-20,2600,SidiBelAbbes,Ville_8_Sidi
4G,2019-05-11,2100,Djelfa,Ville_1_Djel
2G,2021-07-08,700,Bouira,Ville_4_Boui
3G,2022-07-02,1800,Alger,Ville_6_Alge
4G,2017-02-11,2100,Tissemsilt,Ville_1_Tiss
3G,2016-07-19,700,Jijel,Ville_3_Jije
3G,2020-03-13,700,Tlemcen,Ville_3_Tlem
4G,2017-06-10,1800,Bechar,Ville_6_Bech
3G,2018-01-03,700,Guelma ,Ville_7_Guel
4G,2016-08-07,1800,Bechar,Ville_2_Bech
3G,2020-01-14,1800,Bejaia,Ville_5_Beja
2G,2018-01-10,700,TiziOuzou,Ville_8_Tizi
4G,2015-02-21,2600,ElTarf,Ville_4_ElTa
3G,2018-09-09,2100,TiziOuzou,Ville_1_Tizi
2G,2019-09-20,1800,Bouaghi,Ville_5_Boua
3G,2019-09-03,700,SidiBelAbbes,Ville_8_Sidi
3G,2019-12-23,1800,ElOued,Ville_8_ElOu
4G,2020-03-21,800,Bordj Bou Arreridj,Ville_3_Bord
4G,2020-02-10,800,Bechar,Ville_5_Bech
3G,2022-05-20,2600,ElTarf,Ville_3_ElTa
4G,2020-09-01,800,Ghardaia,Ville_7_Ghar
3G,2020-10-12,2600,Mila,Ville_8_Mila
3G,2019-04-24,1800,Tlemcen,Ville_4_Tlem
2G,2020-12-24,700,Mila,Ville_1_Mila
2G,2021-07-25,2100,Laghouat,Ville_1_Lagh
4G,2017-03-09,2100,Skikda,Ville_7_Skik
3G,2018-11-25,700,Bouira,Ville_5_Boui
3G,2019-01-18,2600,Khenchela,Ville_3_Khen
3G,2020-08-22,2600,ElOued,Ville_4_ElOu
4G,2015-05-01,2100,Mostaganem,Ville_4_Most
2G,2020-11-09,2100,Setif,Ville_7_Seti
4G,2017-02-03,2100,Naama,Ville_1_Naam
4G,2020-09-08,700,Illizi,Ville_6_Illi
2G,2016-01-14,2100,Oran,Ville_8_Oran
4G,2016-07-17,700,AinTemouchent,Ville_2_AinT
4G,2016-05-02,700,Mostaganem,Ville_8_Most
4G,2021-05-05,1800,Bouira,Ville_2_Boui
2G,2019-04-18,1800,Constantine,Ville_2_Cons
2G,2020-02-20,1800,Oran,Ville_2_Oran
2G,2021-04-26,1800,Jijel,Ville_5_Jije
2G,2014-11-06,800,Jijel,Ville_4_Jije
3G,2018-12-08,2100,Ghardaia,Ville_4_Ghar
4G,2017-07-24,800,Tamanrasset,Ville_3_Tama
3G,2016-01-04,1800,Tlemcen,Ville_2_Tlem
3G,2017-06-13,1800,Tebessa,Ville_5_Tebe
4G,2018-03-26,800,ElTarf,Ville_1_ElTa
3G,2016-12-13,2600,Mila,Ville_2_Mila
4G,2021-06-07,2100,Tissemsilt,Ville_3_Tiss
3G,2015-11-22,2600,Ouargla,Ville_1_Ouar
4G,2021-03-05,800,Tiaret,Ville_1_Tiar
3G,2016-02-27,2100,Boumerdes,Ville_8_Boum
4G,2017-12-27,1800,Ain Defla,Ville_2_Ain 
3G,2022-02-25,800,Chlef,Ville_3_Chle
3G,2015-12-10,2600,Bordj Bou Arreridj,Ville_6_Bord
4G,2017-09-27,1800,Setif,Ville_2_Seti
4G,2018-12-18,800,Relizane,Ville_5_Reli
4G,2019-09-11,2600,Illizi,Ville_1_Illi
3G,2018-04-28,800,Tissemsilt,Ville_5_Tiss
4G,2017-10-25,1800,SidiBelAbbes,Ville_4_Sidi
4G,2020-05-21,700,Tissemsilt,Ville_3_Tiss
4G,2020-01-21,1800,Bordj Bou Arreridj,Ville_8_Bord
3G,2022-03-11,800,ElTarf,Ville_2_ElTa
2G,2017-05-14,700,Jijel,Ville_3_Jije
3G,2021-11-03,2600,Ain Defla,Ville_8_Ain 
2G,2018-02-06,800,Mostaganem,Ville_2_Most
4G,2020-01-09,800,AinTemouchent,Ville_8_AinT
2G,2020-08-21,2100,Bechar,Ville_7_Bech
3G,2021-02-28,700,Saida,Ville_3_Said
2G,2018-10-06,2600,Laghouat,Ville_1_Lagh
4G,2016-03-19,1800,SoukAhras ,Ville_2_Souk
3G,2020-05-07,700,Djelfa,Ville_7_Djel
2G,2019-06-07,2600,TiziOuzou,Ville_4_Tizi
4G,2016-08-21,2600,Annaba,Ville_1_Anna
3G,2015-12-31,800,Constantine,Ville_8_Cons
2G,2019-02-25,800,SoukAhras ,Ville_6_Souk
3G,2020-08-20,700,Tiaret,Ville_5_Tiar
4G,2016-02-17,700,Batna,Ville_8_Batn
4G,2018-03-24,800,Alger,Ville_4_Alge
3G,2018-05-01,800,Bouira,Ville_4_Boui
4G,2018-02-14,2600,Mascara,Ville_8_Masc
4G,2021-05-27,700,Bordj Bou Arreridj,Ville_2_Bord
2G,2016-01-21,2100,Illizi,Ville_5_Illi
3G,2019-10-25,2100,Tebessa,Ville_3_Tebe
4G,2016-08-08,2100,ElTarf,Ville_3_ElTa
2G,2015-10-02,1800,Tipaza ,Ville_5_Tipa
3G,2016-12-10,700,Skikda,Ville_6_Skik
2G,2022-07-05,800,ElTarf,Ville_3_ElTa
3G,2017-10-14,700,Mostaganem,Ville_1_Most
4G,2020-06-21,2600,Tamanrasset,Ville_2_Tama
3G,2016-07-18,800,Skikda,Ville_3_Skik
4G,2021-08-05,800,Batna,Ville_7_Batn
2G,2016-09-26,700,TiziOuzou,Ville_8_Tizi
3G,2015-01-18,800,Tindouf,Ville_1_Tind
4G,2015-01-13,2100,Tindouf,Ville_2_Tind
2G,2021-11-23,1800,AinTemouchent,Ville_1_AinT
4G,2020-08-20,700,Mostaganem,Ville_4_Most
3G,2017-03-04,2100,SoukAhras ,Ville_7_Souk
3G,2016-02-09,800,Khenchela,Ville_8_Khen
4G,2022-07-16,700,Ain Defla,Ville_7_Ain 
3G,2015-02-18,700,Bordj Bou Arreridj,Ville_5_Bord
3G,2022-07-28,2100,Bouira,Ville_7_Boui
2G,2017-10-06,800,Alger,Ville_6_Alge
2G,2018-10-27,1800,Ouargla,Ville_4_Ouar
3G,2021-09-13,1800,AinTemouchent,Ville_7_AinT
4G,2017-09-01,2600,Illizi,Ville_6_Illi
4G,2021-11-10,2100,TiziOuzou,Ville_3_Tizi
4G,2022-08-01,1800,Jijel,Ville_7_Jije
4G,2017-05-01,2100,Ain Defla,Ville_8_Ain 
2G,2015-08-15,1800,Msila,Ville_3_Msil
2G,2016-03-28,1800,Tipaza ,Ville_3_Tipa
3G,2020-01-25,2100,Alger,Ville_1_Alge
2G,2015-01-04,2600,Boumerdes,Ville_5_Boum
4G,2018-01-14,800,Illizi,Ville_1_Illi
3G,2020-08-31,2100,Bouira,Ville_8_Boui
4G,2021-07-19,700,TiziOuzou,Ville_3_Tizi
2G,2019-04-19,800,Medea,Ville_7_Mede
2G,2017-02-15,1800,Alger,Ville_7_Alge
2G,2019-07-21,1800,Msila,Ville_3_Msil
3G,2020-01-22,2100,ElOued,Ville_8_ElOu
4G,2018-11-25,2100,Bechar,Ville_1_Bech
4G,2016-10-25,2600,Annaba,Ville_2_Anna
2G,2015-03-03,2600,Ghardaia,Ville_1_Ghar
2G,2017-09-03,1800,SidiBelAbbes,Ville_5_Sidi
3G,2021-08-19,2100,Tissemsilt,Ville_5_Tiss
2G,2022-07-18,1800,Bechar,Ville_6_Bech
2G,2015-03-05,2600,Bejaia,Ville_6_Beja
4G,2020-01-03,2100,Alger,Ville_2_Alge
3G,2022-08-08,800,Djelfa,Ville_8_Djel
3G,2022-01-13,800,Bordj Bou Arreridj,Ville_8_Bord
4G,2021-02-26,800,Bouira,Ville_7_Boui
4G,2018-11-04,1800,Relizane,Ville_6_Reli
3G,2016-05-22,2100,Relizane,Ville_1_Reli
2G,2021-12-16,1800,Djelfa,Ville_4_Djel
3G,2017-10-17,2100,Ouargla,Ville_5_Ouar
4G,2020-09-25,800,ElOued,Ville_3_ElOu
4G,2022-02-24,2100,Tlemcen,Ville_8_Tlem
2G,2016-07-12,2100,Naama,Ville_4_Naam
2G,2019-01-14,800,Djelfa,Ville_6_Djel
2G,2019-12-11,1800,SoukAhras ,Ville_8_Souk
4G,2015-04-11,2100,Oran,Ville_5_Oran
3G,2019-07-28,800,Boumerdes,Ville_6_Boum
3G,2022-01-26,700,Bordj Bou Arreridj,Ville_2_Bord
3G,2021-03-26,700,Ghardaia,Ville_7_Ghar
3G,2020-11-09,2100,Mostaganem,Ville_3_Most
4G,2021-03-05,2100,Setif,Ville_5_Seti
3G,2017-11-02,700,Oran,Ville_5_Oran
4G,2018-10-30,700,Tiaret,Ville_1_Tiar
2G,2014-12-26,700,Bejaia,Ville_3_Beja
3G,2020-02-15,800,Alger,Ville_2_Alge
4G,2019-11-22,2100,Biskra,Ville_6_Bisk
3G,2018-12-16,2100,AinTemouchent,Ville_6_AinT
2G,2021-06-04,800,SidiBelAbbes,Ville_1_Sidi
4G,2015-08-12,1800,AinTemouchent,Ville_3_AinT
4G,2022-05-02,1800,Setif,Ville_3_Seti
4G,2020-11-11,1800,Setif,Ville_6_Seti
3G,2021-08-22,2600,ElOued,Ville_8_ElOu
4G,2018-08-19,2600,Chlef,Ville_1_Chle
3G,2016-02-21,800,Setif,Ville_7_Seti
4G,2015-04-29,2100,Ouargla,Ville_2_Ouar
2G,2022-05-09,2100,Constantine,Ville_5_Cons
2G,2017-05-16,700,ElOued,Ville_7_ElOu
2G,2018-10-28,800,SidiBelAbbes,Ville_6_Sidi
2G,2015-08-01,800,Ghardaia,Ville_6_Ghar
2G,2020-03-01,800,ElTarf,Ville_3_ElTa
4G,2019-05-03,700,Skikda,Ville_8_Skik
2G,2019-08-31,800,Naama,Ville_5_Naam
4G,2018-11-30,800,Mascara,Ville_8_Masc
3G,2022-05-27,2100,Setif,Ville_3_Seti
4G,2019-10-31,800,Tissemsilt,Ville_6_Tiss
2G,2022-07-01,800,Batna,Ville_8_Batn
3G,2015-07-28,1800,Saida,Ville_2_Said
2G,2015-04-27,1800,Tipaza ,Ville_8_Tipa
2G,2018-05-23,2600,Bouaghi,Ville_5_Boua
4G,2021-12-04,800,Saida,Ville_4_Said
3G,2018-02-27,800,Setif,Ville_4_Seti
4G,2020-07-11,2100,Illizi,Ville_3_Illi
4G,2020-05-29,2600,Tlemcen,Ville_2_Tlem
3G,2019-01-17,700,Illizi,Ville_2_Illi
4G,2020-11-23,1800,Bordj Bou Arreridj,Ville_7_Bord
2G,2017-08-24,2100,ElBayadh,Ville_5_ElBa
4G,2018-04-18,700,Chlef,Ville_3_Chle
3G,2017-11-28,800,Alger,Ville_6_Alge
2G,2016-12-06,800,Msila,Ville_8_Msil
3G,2015-04-21,1800,Ain Defla,Ville_4_Ain 
4G,2015-02-15,2600,Tlemcen,Ville_2_Tlem
4G,2019-03-05,1800,Relizane,Ville_4_Reli
4G,2019-07-26,800,Msila,Ville_5_Msil
4G,2018-06-22,800,Skikda,Ville_7_Skik
4G,2017-09-26,2100,Naama,Ville_2_Naam
3G,2016-11-29,2100,ElOued,Ville_1_ElOu
4G,2022-02-02,2100,Medea,Ville_6_Mede
2G,2017-08-11,2100,Saida,Ville_3_Said
2G,2020-05-21,2100,Blida,Ville_3_Blid
3G,2019-04-27,700,Saida,Ville_2_Said
4G,2014-12-28,700,Bechar,Ville_3_Bech
4G,2020-11-28,700,Tindouf,Ville_8_Tind
4G,2020-08-14,2600,Chlef,Ville_4_Chle
3G,2015-12-10,1800,Tlemcen,Ville_7_Tlem
4G,2019-05-11,700,Batna,Ville_5_Batn
3G,2018-04-09,1800,Medea,Ville_6_Mede
4G,2017-01-31,700,TiziOuzou,Ville_7_Tizi
4G,2021-06-19,1800,Tipaza ,Ville_1_Tipa
4G,2021-01-28,2600,Illizi,Ville_3_Illi
2G,2020-09-09,1800,Oran,Ville_8_Oran
4G,2017-03-14,1800,ElTarf,Ville_2_ElTa
3G,2015-07-06,800,Mostaganem,Ville_1_Most
3G,2020-03-27,2100,Ain Defla,Ville_8_Ain 
2G,2017-05-22,2100,Setif,Ville_4_Seti
4G,2017-07-23,2100,SoukAhras ,Ville_2_Souk
4G,2016-03-15,2100,ElOued,Ville_5_ElOu
3G,2019-06-19,700,Illizi,Ville_1_Illi
4G,2016-04-15,700,Jijel,Ville_2_Jije
2G,2021-05-02,1800,Biskra,Ville_1_Bisk
3G,2019-12-27,800,Oran,Ville_5_Oran
2G,2016-10-12,1800,Tiaret,Ville_5_Tiar
4G,2014-12-13,2600,Laghouat,Ville_1_Lagh
3G,2015-12-13,1800,ElTarf,Ville_1_ElTa
3G,2016-06-28,1800,SoukAhras ,Ville_2_Souk
4G,2019-12-03,2100,Tiaret,Ville_7_Tiar
2G,2022-07-06,2600,ElTarf,Ville_1_ElTa
3G,2015-05-17,2600,Bechar,Ville_5_Bech
4G,2020-06-21,2100,Bouira,Ville_3_Boui
2G,2019-01-16,700,Batna,Ville_5_Batn
3G,2016-08-10,800,Ghardaia,Ville_8_Ghar
4G,2022-08-21,700,Tipaza ,Ville_8_Tipa
2G,2018-09-10,700,Bejaia,Ville_6_Beja
4G,2021-12-20,2100,Tamanrasset,Ville_6_Tama
3G,2020-04-02,800,Bouaghi,Ville_5_Boua
4G,2017-10-25,700,ElTarf,Ville_3_ElTa
2G,2014-10-16,2100,Bechar,Ville_7_Bech
3G,2022-03-04,2100,Saida,Ville_4_Said
3G,2022-05-29,700,Tlemcen,Ville_5_Tlem
2G,2016-07-17,2600,Bejaia,Ville_5_Beja
2G,2018-08-10,800,Tipaza ,Ville_6_Tipa
2G,2022-03-30,700,Laghouat,Ville_2_Lagh
3G,2022-08-14,2600,Ouargla,Ville_7_Ouar
2G,2021-07-06,700,Mascara,Ville_2_Masc
2G,2014-12-27,1800,Boumerdes,Ville_2_Boum
3G,2017-03-18,800,Bejaia,Ville_8_Beja
3G,2022-05-28,800,Bechar,Ville_1_Bech
2G,2018-10-18,800,Relizane,Ville_8_Reli
2G,2020-05-24,2600,Oran,Ville_2_Oran
4G,2017-08-31,700,Laghouat,Ville_5_Lagh
4G,2019-06-29,800,Tipaza ,Ville_5_Tipa
2G,2018-06-02,800,Msila,Ville_3_Msil
3G,2016-06-10,800,Tipaza ,Ville_2_Tipa
2G,2020-02-22,700,Bejaia,Ville_7_Beja
3G,2019-02-17,700,Boumerdes,Ville_3_Boum
2G,2014-11-06,1800,Tindouf,Ville_6_Tind
4G,2019-08-13,800,Ain Defla,Ville_5_Ain 
3G,2016-04-27,2600,Tissemsilt,Ville_5_Tiss
4G,2021-01-01,2100,Tipaza ,Ville_8_Tipa
3G,2018-11-09,800,Relizane,Ville_1_Reli
4G,2016-07-10,2100,Relizane,Ville_4_Reli
2G,2016-03-08,1800,Alger,Ville_1_Alge
3G,2017-10-05,2100,Oran,Ville_7_Oran
2G,2021-07-03,800,Tiaret,Ville_2_Tiar
3G,2018-10-16,2100,Biskra,Ville_2_Bisk
4G,2019-04-13,1800,Chlef,Ville_8_Chle
2G,2022-02-03,700,Ouargla,Ville_4_Ouar
3G,2021-02-26,700,Alger,Ville_7_Alge
4G,2015-10-16,800,Bordj Bou Arreridj,Ville_6_Bord
3G,2021-11-26,2100,Setif,Ville_2_Seti
2G,2019-08-18,2600,Ghardaia,Ville_5_Ghar
2G,2014-10-14,1800,Constantine,Ville_7_Cons
3G,2017-07-20,700,AinTemouchent,Ville_7_AinT
2G,2017-04-23,700,Tissemsilt,Ville_5_Tiss
2G,2015-05-27,1800,Medea,Ville_3_Mede
2G,2019-02-18,800,Relizane,Ville_7_Reli
4G,2019-10-22,2600,Illizi,Ville_6_Illi
4G,2017-10-16,2100,Tissemsilt,Ville_5_Tiss
